track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_year,duration_min,genres,record_label,danceability,energy,key_name,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id_1,artist_id,artist_name,artist_followers,artist_popularity
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,81,Goodbye & Good Riddance,2018,4.0,Rap,Juice WRLD Mixtape / ISR P&D,51.1,56.6,F#,-7.23,Minor,20.0,34.9,0.0,34.0,21.8,84,4,285pBltuF7vW8TeWk8hdRR,[4MCBfE4596Uoi2O4DtmEMz],[Juice WRLD],[36072486],[89]
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,81,Luv Is Rage 2,2017,3.05,Rap,Generation Now/Atlantic,73.2,75.0,B,-6.366,Minor,23.1,0.26,0.0,10.9,40.1,155,4,7GX5flRQZVHRAGd6B4TmDO,[4O15NlyKLIASxsJ0PrXPfz],[Lil Uzi Vert],[17998128],[88]
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),"Camila Cabello,Young Thug",80,Camila,2018,3.62,Rap,Syco Music/Epic,76.5,52.3,D,-4.333,Major,3.0,18.4,0.0,13.2,39.4,105,4,1rfofaqEpACxVEHIZBJe6W,"[4nDoRrQiYLoBzwC5BhVJzF,50co4Is1HCEo8bhOyUWKpn]","[Camila Cabello,Young Thug]","[34041015,10727925]","[82,86]"
47EiUVwUp4C9fGccaPuUCS,DÁKITI,"Bad Bunny,JHAYCO",75,DÁKITI,2020,3.42,Rap,Rimas Entertainment LLC,73.1,57.3,E,-10.059,Minor,5.44,40.1,0.01,11.3,14.5,110,4,47EiUVwUp4C9fGccaPuUCS,"[4q3ewBCX7sLwd24euuV69X,6nVcHLIgY5pE2YCl8ubca1]","[Bad Bunny,JHAYCO]","[86916993,8189393]","[95,85]"
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,87,Hybrid Theory (Bonus Edition),1905,3.61,Rap,Warner Records,55.6,86.4,D#,-5.87,Minor,5.84,0.96,0.0,20.9,40.0,105,4,60a0Rd6pjrkxjPbaKzXjfq,[6XyY86QOPPrYVGvF9ch6wz],[Linkin Park],[27487288],[92]
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,84,2014 Forest Hills Drive,2014,4.88,Rap,Roc Nation Records LLC,69.0,52.1,A#,-8.492,Minor,33.9,32.4,0.0,5.34,49.4,100,4,68Dni7IE4VyPkTOH9mRWHr,[6l3HvQ5sa6mXTsMTB19rO5],[J. Cole],[24950425],[86]
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,"French Montana,Swae Lee",85,Jungle Rules,2017,3.9,Rap,Bad Boy Entertainment/Epic Records,72.6,76.9,F#,-5.043,Major,12.3,2.93,1.01,10.4,73.3,98,4,3B54sVLJ402zGa6Xm4YGNe,"[6vXTefBL93Dj5IqAWq6OTv,1zNqQNIdeOUZHb8zbZRFMX]","[French Montana,Swae Lee]","[5565380,2390139]","[76,81]"
7MJQ9Nfxzh8LPZ9e9u68Fq,Lose Yourself,Eminem,69,SHADYXV,2014,5.34,Rap,3H,68.9,73.5,D,-4.545,Major,26.7,0.92,0.07,36.5,5.9,171,4,7MJQ9Nfxzh8LPZ9e9u68Fq,[7dGJo4pcD2V6oG8kP0tJRR],[Eminem],[92866300],[93]
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,86,The Eminem Show,2002,4.84,Rap,Aftermath,90.8,66.9,G,-2.827,Major,7.38,0.29,0.0,23.7,66.2,112,4,7lQ8MOhq6IN2w8EYcFNSUk,[7dGJo4pcD2V6oG8kP0tJRR],[Eminem],[92866300],[93]
4xkOaSrkexMciUUogZKVTS,Till I Collapse,"Eminem,Nate Dogg",82,The Eminem Show,2002,4.96,Rap,Aftermath,54.8,84.7,C#,-3.237,Major,18.6,6.22,0.0,8.16,10.0,171,4,4xkOaSrkexMciUUogZKVTS,"[7dGJo4pcD2V6oG8kP0tJRR,1Oa0bMld0A3u5OTYfMzp5h]","[Eminem,Nate Dogg]","[92866300,1750076]","[93,78]"
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",73,INDUSTRY BABY (feat. Jack Harlow),2021,3.53,Rap,Columbia,73.6,70.4,D#,-7.409,Minor,6.15,2.03,0.0,5.01,89.4,150,4,27NovPIUIRrOZoCHxABJwK,"[7jVv8c5Fj3E9VhNjxT4snq,2LIk90788K0zvyj2JJVwkJ]","[Lil Nas X,Jack Harlow]","[12410871,3957649]","[76,80]"
3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,77,SOS,2022,2.57,Rap,Top Dawg Entertainment/RCA Records,64.4,72.8,G#,-5.75,Major,3.51,5.43,16.9,16.1,43.0,89,4,3OHfY25tqY28d16oZczHc8,[7tYKF4w9nC0nq9CsPZTHyP],[SZA],[24229902],[90]
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,85,Hot Fuss,1905,3.72,Rock,Island Records,35.2,91.1,C#,-5.23,Major,7.47,0.12,0.0,9.95,23.6,148,4,003vvx7Niy0yvhvHt4a68B,[0C0XlULifJtAgn6ZNCW2eu],[The Killers],[7543718],[79]
5RKQ5NdjSh2QzD4MaunT91,Don't Stop Believin' (2022 Remaster),Journey,85,Escape (2022 Remaster),1981,4.16,Rock,Columbia/Legacy,50.5,75.4,E,-7.435,Major,3.66,13.2,0.0,20.4,51.0,119,4,5RKQ5NdjSh2QzD4MaunT91,[0rvjqX7ttXeg3mTy8Xscbt],[Journey],[5801781],[76]
3z8h0TU7ReDPLIbEnYhWZb,Bohemian Rhapsody,Queen,71,Bohemian Rhapsody (The Original Soundtrack),2018,5.92,Rock,EMI,39.0,39.5,C,-9.966,Minor,5.01,28.8,0.0,20.7,24.7,144,4,3z8h0TU7ReDPLIbEnYhWZb,[1dfeR4HaWDbWqFHLkxsg1d],[Queen],[51861948],[86]
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,81,Jazz (2011 Remaster),1978,3.49,Rock,EMI,55.9,86.8,F,-5.276,Major,17.0,4.75,0.02,77.6,60.9,156,4,5T8EDUDqKcs6OSOwEsfqG7,[1dfeR4HaWDbWqFHLkxsg1d],[Queen],[51861948],[86]
4yBiZFLXn0n9AUJ5sWO88k,Wonderwall,Oasis,61,Upside Down: The Story Of Creation OST,2011,4.31,Rock,Sony Music UK,40.2,84.5,D,-6.459,Major,3.19,0.07,0.0,15.8,68.6,175,4,4yBiZFLXn0n9AUJ5sWO88k,[2DaxqgrOhkeH0fpeiQq2f4],[Oasis],[10864778],[81]
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,81,Hozier,2014,4.03,Rock,Universal-Island Records Ltd.,57.5,66.4,E,-5.303,Minor,4.81,63.7,0.0,11.6,43.7,129,4,3dYD57lRAUcMHufyqn9GcI,[2FXC3k01G6Gw61bmprjgqS],[Hozier],[8036051],[86]
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,83,Blurryface,2015,3.37,Rock,Fueled By Ramen,73.4,63.7,E,-5.677,Minor,14.1,4.62,0.0,6.02,64.8,170,4,3CRDbSIZ4r5MsZ0YwxuEkn,[3YQKmKGau1PzlVlkL1iodx],[Twenty One Pilots],[24808224],[83]
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,85,Dreamland,2020,3.98,Rock,Polydor Records,76.1,52.5,B,-6.9,Major,9.44,44.0,0.0,9.21,53.1,81,4,3USxtqRwSYz57Ewm6wWRMp,[4yvcSjfu4PC0CYQyLy4wSq],[Glass Animals],[4327609],[78]
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,84,Evolve,2017,3.12,Rock,Kid Ina Korner / Interscope,60.4,82.2,C,-4.833,Major,4.38,0.67,13.4,14.7,28.8,168,4,1zB4vmk8tFRmM9UULNzbLB,[53XhwfbYqKCa1cC15pYq2q],[Imagine Dragons],[55184417],[89]
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,85,Evolve,2017,3.41,Rock,Kid Ina Korner / Interscope,77.6,78.0,A#,-4.374,Minor,12.8,6.22,0.0,8.1,66.6,125,4,0pqnGHJpmpxLKifKRmU6WP,[53XhwfbYqKCa1cC15pYq2q],[Imagine Dragons],[55184417],[89]
5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,83,Night Visions,2012,2.96,Rock,Kid Ina Korner / Interscope,50.0,71.0,D#,-3.015,Major,3.39,19.0,0.03,26.9,41.9,90,4,5qaEfEh1AtSdrdrByCP7qR,[53XhwfbYqKCa1cC15pYq2q],[Imagine Dragons],[55184417],[89]
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,86,Synchronicity (Remastered 2003),1983,4.23,Rock,Polydor Records,82.0,45.2,C#,-9.796,Major,3.48,54.3,0.29,7.14,74.0,117,4,1JSTJqkT5qHq8MDJnJbRE1,[5NGO30tJxFlKixkPSgXcFE],[The Police],[6502385],[78]
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,85,Native,2013,4.29,Rock,Mosley / Interscope,66.3,70.6,C#,-4.972,Minor,3.83,6.54,0.0,11.8,47.4,122,4,2tpWsVSb9UEmDRxAl1zhX1,[5Pwc4xIPtQLFEnJriah9YJ],[OneRepublic],[17607357],[84]
4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,Nirvana,81,Nevermind (Remastered),1991,5.03,Rock,Geffen,50.2,91.2,C#,-4.556,Major,5.64,0.0,0.02,10.6,72.0,117,4,4CeeEOM32jQcH3eN9Q2dGj,[6olE6TJLqED3rqDCT0FyPh],[Nirvana],[20689548],[83]
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,90,I Love You.,2013,4.01,Rock,Columbia,61.2,80.7,A#,-2.81,Major,3.36,4.95,1.77,10.1,39.8,124,4,2QjOHCTQ1Jl3zawyYOpxh6,[77SW9BnxLY8rJ0RciFqkHh],[The Neighbourhood],[18456550],[86]
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,90,AM,2013,3.07,Rock,Domino Recording Co,46.4,41.7,C,-9.345,Minor,2.56,13.6,2.2,9.74,47.9,68,4,5XeFesFbtLpXzIVDNQP22n,[7Ln80lUS6He07XvHI8qqHH],[Arctic Monkeys],[27294404],[88]
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,84,AM,2013,4.54,Rock,Domino Recording Co,54.8,53.2,F,-7.596,Major,3.23,18.6,0.03,21.7,40.5,85,4,5FVd6KXrgO9B3JPmC8OPst,[7Ln80lUS6He07XvHI8qqHH],[Arctic Monkeys],[27294404],[88]
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,81,In The Lonely Hour,2014,2.88,UK Pop,PLG - Capitol,41.3,42.0,C,-6.444,Major,4.16,58.8,0.01,11.0,18.5,84,4,5Nm9ERjJZ5oyfXZTECKmRt,[2wY79sveU1sp5g7SokKOiI],[Sam Smith],[24637750],[84]
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,81,The Thrill Of It All (Special Edition),2017,3.35,UK Pop,PLG - Capitol,71.5,37.2,F,-8.237,Major,4.43,63.8,0.0,16.9,47.4,92,4,1mXVgsBdtIVeCLJnSnmtdV,[2wY79sveU1sp5g7SokKOiI],[Sam Smith],[24637750],[84]
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",79,Cold Heart (PNAU Remix),2021,3.38,UK Pop,EMI,79.6,79.8,C#,-6.312,Major,3.17,3.4,0.0,9.52,94.2,116,4,6zSpb8dQRaw0M1dK8PBwQz,"[3PhoLpVuITZKcymswpck5b,6M2wZ9GZgrQXHCFfjv46we,6n28c9qs9hNGriNa72b26u]","[Elton John,Dua Lipa,PNAU]","[14006805,44986543,243356]","[84,88,72]"
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,86,Divinely Uninspired To A Hellish Extent,2019,3.04,UK Pop,Vertigo Berlin,50.1,40.5,C#,-5.679,Major,3.19,75.1,0.0,10.5,44.6,110,4,7qEHsqek33rTcFNT9PFqLf,[4GNC7GD6oZMSxPGyXy4MNB],[Lewis Capaldi],[12956793],[81]
0p6RzKrGeXzyYYd2RZPKd8,Say You Won't Let Go,James Arthur,52,Back from the Edge,2016,3.52,UK Pop,Columbia,35.8,55.7,A#,-7.398,Major,5.9,69.5,0.0,9.02,49.4,85,4,0p6RzKrGeXzyYYd2RZPKd8,[4IWBUUAFIplrNtaOHcJPRM],[James Arthur],[18920054],[81]
3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,Adele,82,21,2011,4.75,UK Pop,XL Recordings,55.6,31.9,A,-8.251,Major,2.81,89.3,0.0,9.96,29.4,135,4,3bNv3VuUOKgrf5hu3YcuRo,[4dpARuHxo51G3z768sgnrY],[Adele],[60080670],[87]
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,79,Dua Lipa (Deluxe),2017,3.49,UK Pop,Warner Records,76.2,70.0,A,-6.021,Minor,6.94,0.26,0.0,15.3,60.8,116,4,2ekn2ttSfGqwhhate0LSR0,[6M2wZ9GZgrQXHCFfjv46we],[Dua Lipa],[44986543],[88]
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,82,Future Nostalgia,2020,3.05,UK Pop,Warner Records,79.3,79.3,B,-4.521,Minor,8.3,1.23,0.0,9.51,67.9,124,4,3PfIrDoz19wz7qK7tYeu62,[6M2wZ9GZgrQXHCFfjv46we],[Dua Lipa],[44986543],[88]
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,74,Future Nostalgia,2020,3.4,UK Pop,Warner Records,69.5,88.4,F#,-2.278,Minor,7.53,5.61,0.0,21.3,91.4,103,4,39LLxExYz6ewLAcYrzQQyP,[6M2wZ9GZgrQXHCFfjv46we],[Dua Lipa],[44986543],[88]
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,80,x (Deluxe Edition),2014,4.69,UK Pop,Atlantic Records UK,78.1,44.5,D,-6.061,Major,2.95,47.4,0.0,18.4,59.1,79,4,34gCuhDGsG4bRPIf9bb02f,[6eUKZXaKkcviH0Ku9w2n3V],[Ed Sheeran],[117121257],[89]
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,84,x (Deluxe Edition),2014,4.32,UK Pop,Atlantic Records UK,61.4,37.9,E,-10.48,Major,4.76,60.7,0.05,9.86,20.1,108,4,1HNkqx9Ahdgi1Ixy2xkKkL,[6eUKZXaKkcviH0Ku9w2n3V],[Ed Sheeran],[117121257],[89]
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,85,÷ (Deluxe),2017,3.9,UK Pop,Atlantic Records UK,82.5,65.2,C#,-3.183,Minor,8.02,58.1,0.0,9.31,93.1,96,4,7qiZfU4dY1lWllzX7mPBI3,[6eUKZXaKkcviH0Ku9w2n3V],[Ed Sheeran],[117121257],[89]
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,85,÷ (Deluxe),2017,4.39,UK Pop,Atlantic Records UK,59.9,44.8,G#,-6.312,Major,2.32,16.3,0.0,10.6,16.8,95,3,0tgVpDi06FyKpA1z0VMD4v,[6eUKZXaKkcviH0Ku9w2n3V],[Ed Sheeran],[117121257],[89]
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"Calvin Harris,Dua Lipa",78,One Kiss (with Dua Lipa),2018,3.58,UK Pop,Sony Music UK,79.1,86.2,A,-3.24,Minor,11.0,3.7,0.0,8.14,59.2,124,4,7ef4DlsgrMEH11cDZd32M6,"[7CajNmpbOovFoOoasH2HaY,6M2wZ9GZgrQXHCFfjv46we]","[Calvin Harris,Dua Lipa]","[22927639,44986543]","[87,88]"
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,84,Beauty Behind The Madness,2015,4.04,Pop/R&B,Universal Republic Records,58.5,56.4,C,-7.063,Minor,5.15,6.71,0.0,13.5,13.7,113,4,7fBv7CLKzipRk6EC6TWHOB,[1Xyo4u8uXC1ZmMpatF05PJ],[The Weeknd],[94260543],[96]
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,84,After Hours,2020,3.59,Pop/R&B,Republic Records,67.9,82.5,C,-5.487,Major,3.09,2.12,0.0,54.3,64.4,118,4,5QO79kh1waicV47BqGRL3g,[1Xyo4u8uXC1ZmMpatF05PJ],[The Weeknd],[94260543],[96]
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,87,After Hours,2020,3.33,Pop/R&B,Republic Records,51.3,73.0,C#,-5.94,Major,5.98,0.14,0.01,8.97,33.4,171,4,0VjIjW4GlUZAMYd2vXMi3b,[1Xyo4u8uXC1ZmMpatF05PJ],[The Weeknd],[94260543],[96]
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,78,Starboy,2016,4.34,Pop/R&B,Universal Republic Records,58.6,52.5,C#,-7.163,Minor,6.16,11.1,0.0,13.4,50.7,134,4,2Ch7LmS7r2Gy2kc64wv3Bz,[1Xyo4u8uXC1ZmMpatF05PJ],[The Weeknd],[94260543],[96]
7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd,Daft Punk",87,Starboy,2016,3.84,Pop/R&B,Universal Republic Records,67.9,58.7,G,-7.015,Major,27.6,14.1,0.0,13.7,48.6,186,4,7MXVkk9YMctZqd1Srtv4MB,"[1Xyo4u8uXC1ZmMpatF05PJ,4tZwfgrHOc3mvqYlEYSvVi]","[The Weeknd,Daft Punk]","[94260543,10250824]","[96,82]"
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"Billie Eilish,Khalid",86,lovely (with Khalid),2018,3.34,Pop/R&B,Darkroom,35.1,29.6,E,-10.109,Minor,3.33,93.4,0.0,9.5,12.0,115,4,0u2P5u6lvoDfwTYjAADbn4,"[6qqNVTkY8uBg9cP3Jd7DAH,6LuN9FCkKOj5PcnpouEgny]","[Billie Eilish,Khalid]","[102057941,16425608]","[96,85]"
5KReHDo8W8w9bKTY3KxPy3,Let Her Go,Passenger,53,Let Her Go (EP),2012,4.21,Folk-Pop,Embassy of Music,47.9,54.5,G,-7.346,Major,6.88,36.5,0.0,9.63,24.3,75,4,5KReHDo8W8w9bKTY3KxPy3,[0gadJ2b9A4SKsB1RFkBb66],[Passenger],[3419887],[72]
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,78,Dream Your Life Away,2014,3.4,Folk-Pop,F-Stop Records/Atlantic,48.4,73.1,C#,-6.694,Major,3.79,43.1,0.0,15.1,51.0,102,4,7yq4Qj7cqayVTp3FF9CWbm,[10exVja0key0uqUkk6LJRT],[Vance Joy],[3199643],[78]
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,88,Strange Trails,2015,3.47,Indie Folk,Play It Again Sam,44.8,36.9,A,-9.514,Major,4.52,96.8,27.2,63.8,9.98,174,3,3hRV0jL3vUpRrcy398teAU,[6ltzsmQQbmdoHHbLZ4ZN25],[Lord Huron],[1765546],[78]
7gHs73wELdeycvS48JfIos,Faded,Alan Walker,69,Faded,2015,3.54,electro house,Kreatell Music,58.9,65.1,F#,-5.097,Major,3.06,2.91,0.0,11.1,16.6,90,4,7gHs73wELdeycvS48JfIos,[7vk5e3vY1uw9plTHJAMwjN],[Alan Walker],[39725669],[82]