acousticness,danceability,duration_min,energy,genre,genre2,instrumentalness,key,liveness,loudness,mode,speechiness,track_album_name,track_album_release_year,track_artist,track_id,track_name,track_popularity,tempo,valence,in_obama_playlist
10.0,61.0,3.03,82.0,soul/funk/motown,soul/funk/motown,1.0,D,5.0,-9.38,minor,5.0,Dance Party,1965,Martha Reeves & The Vandellas,1WPqawIF9HCKfSOt7mN6X0,Nowhere To Run,59,129,88.0,1
54.0,45.0,5.4,26.0,jazz,jazz,0.0,G#,7.0,-13.19,minor,4.0,Time Out,1959,The Dave Brubeck Quartet,1YQWosTIljIvxAgHWTp7KP,Take Five,67,174,60.0,1
0.908,70.7,2.72,80.6,pop,pop,0.0,F#,36.6,-4.777,major,17.5,All The Lies (Remixes),2019,Alok,1YSwQvw1NrEPfA0j1iY8eV,All The Lies - Toby Romeo Remix / Radio Edit,56,120,63.4,0
12.0,83.0,4.8,81.0,hip hop,hip hop/rap,0.0,G#,5.0,-2.15,major,10.0,Greatest Hits,1998,"2Pac,K-Ci & JoJo",1ZB2zIoc8AjSuyqKRcJgbO,How Do U Want It,55,92,84.0,1
20.3,71.4,3.86,68.6,r&b,r&b,0.0008,B,10.2,-6.333,major,4.45,Chapters,2019,James TW,1bQhZOoXYqjXs7u7rFXo0h,You & Me,77,127,82.8,0
48.8,47.2,4.65,65.5,r&b,r&b,0.0,C#,68.8,-8.39,minor,5.61,Good Days,2020,SZA,1bWh6WbYzSFxsOKzE4EpUu,Good Days,52,121,41.6,1
17.0,49.0,4.98,57.0,hip hop,hip hop/rap,0.0,G,12.0,-7.01,major,30.0,Energy,2018,"Sampa the Great,Nadeem Din-Gabisi",1bj5ZFpxGFP5ooQcctNVB4,Energy,51,90,31.0,1
26.0,42.0,4.97,80.0,soul/funk/motown,soul/funk/motown,0.0,C,21.0,-9.79,minor,7.0,Innervisions,1973,Stevie Wonder,1bpaA5Pn4jlo1cRAOBNQnh,Golden Lady,46,102,55.0,1
16.0,83.0,2.97,52.0,afrobeats,afrobeats,53.0,G#,11.0,-10.87,minor,14.0,Born in the Wild,2024,Tems,1eDI5oU04SLsXl0TfxfwYf,Love Me JeJe,72,104,53.0,1
18.0,52.0,3.33,91.0,hip hop,hip hop/rap,0.0,F#,9.0,-3.33,minor,34.0,Made It,2020,Teyana Taylor,1fyZR63zCjiR35K3fxDC1q,Made It,23,96,77.0,1
37.0,89.0,3.88,31.0,rock,rock,0.0,A,10.0,-16.09,minor,6.0,Nick Of Time,1989,Bonnie Raitt,1gqk2dawfdLdn4XamF27cx,Nick Of Time,50,118,78.0,1
2.89,90.1,3.96,61.5,latin,global music,0.0031,C#,5.78,-9.837,minor,37.7,Los Grandes Éxitos En Español,1999,Cypress Hill,1hSJnfkEqbGF5afz5aqKqi,Siempre Peligroso - feat. Fermin IV Caballero of Control Machete,50,92,67.4,0
63.0,73.0,3.44,56.0,latin,global music,0.0,F,11.0,-7.97,major,3.0,Tú,2019,maye,1jecO8NeYLsVWVptITz4c1,Tú,63,115,73.0,1
6.93,70.3,3.06,87.9,pop,pop,0.0,C#,31.5,-4.514,minor,17.7,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019,P!nk,1k08GK7ox8SDmEMvn81TwU,Can We Pretend (feat. Cash Cash) - Sigala Remix,57,125,54.2,0
3.01,86.8,7.67,74.4,reggae,global music,0.5,G,17.2,-8.57,major,5.02,Exodus,1977,Bob Marley & The Wailers,1lRkDJ9hMuiE1GZOlbgkam,Exodus,57,133,96.1,1
6.63,39.3,2.45,94.0,edm,edm/house/dance,0.264,F#,54.6,-3.894,minor,7.18,Whatcha Need,2017,W&W,1m1b7GOZ2dh3UMI9NHkIei,Whatcha Need,28,130,29.7,0
13.6,85.0,3.07,53.0,edm,edm/house/dance,7.63,D,27.1,-8.546,major,12.5,Flow (Original Mix),2018,Kaan Pars,1nFHoftXiDCKaXCLzelFYv,Flow (Original Mix),38,124,28.8,0
14.6,76.3,2.64,70.8,edm,edm/house/dance,0.0,F,33.0,-5.692,minor,20.9,24K Magic (R3hab Remix),2017,Bruno Mars,1nSzCAvAvzJj5oIt7m90G0,24K Magic - R3hab Remix,59,106,56.6,0
18.0,69.0,3.4,36.0,reggae,global music,0.0,C,11.0,-9.57,major,6.0,In The Dark,1973,Toots & The Maytals,1q8gelFgFYUwoWpQV7WNCe,54-46 Was My Number,62,160,60.0,1
12.0,50.0,3.23,58.0,reggaeton,global music,0.0,E,12.0,-7.88,minor,15.0,Tempted,2023,J'calm,1qmoBuSioVcdk6PzpomMMg,Tempted,43,96,14.0,1
0.0347,28.3,5.9,84.9,rock,rock,0.246,A,13.2,-7.148,major,15.8,Lords Of Dogtown,2005,Black Sabbath,1sPTEnb7kZhNRavK7BQEW4,Iron Man,0,157,53.6,0
1.18,79.5,4.91,61.1,edm,edm/house/dance,88.4,F#,9.1,-16.401,major,7.27,Prophecies,2019,The Janitor,1tcopkXao8UXreKCxzC4vu,Too Many,30,130,38.9,0
0.0752,38.9,3.59,91.5,edm,edm/house/dance,1.33,F#,12.2,-3.261,major,4.56,Faded (Remixes),2016,Alan Walker,1uWqDjZATn502optPrBt4S,Faded - Dash Berlin Remix,2,128,9.43,0
46.5,29.4,7.52,82.5,rock,rock,8.41,D,35.4,-3.771,major,4.04,(What's The Story) Morning Glory? [Remastered],1995,Oasis,1wo3UYTeizJHkwYIuLuBPF,Champagne Supernova - Remastered,66,150,12.2,0
6.15,80.3,4.77,74.9,rap,hip hop/rap,0.327,A#,6.94,-5.953,major,21.9,The Truth,1999,JAY-Z,1xixUOjgdqMOPZxursTms3,Anything,47,82,90.1,0
12.8,66.9,3.43,89.5,pop,pop,0.0,F,29.7,-3.787,minor,5.75,Wish You Well,2019,Sigala,1yAPglN5AGf7UoLK062ZYq,Wish You Well,75,125,57.6,0
58.0,71.0,4.5,51.4,soul/funk/motown,soul/funk/motown,0.02,A,9.53,-8.89,minor,2.78,Picture Book (Expanded Version),1985,Simply Red,1yg7fwwYmx9DQ2TdXUmfpJ,Holding Back the Years - 2008 Remaster,67,86,51.7,1
2.23,82.8,2.85,70.6,rap,hip hop/rap,0.0065,G,7.98,-6.597,minor,16.9,Bonnie & Clyde (Carmon X Alrima),2020,Carmon,21PXwOjWFh5XlwTia05t3p,Bonnie & Clyde (Carmon X Alrima),45,103,43.0,0
74.1,48.6,4.08,41.9,r&b,r&b,0.01,F,9.6,-6.42,major,5.63,About Time,2017,Sabrina Claudio,21oJ1K99GBJrE2GVQGVjA0,Frozen,56,119,22.7,1
8.54,60.8,2.55,69.3,rap,hip hop/rap,0.0,D#,5.02,-6.86,major,24.0,Text You Back (feat. Bryce Vine),2021,"brother sundance,Bryce Vine",23ER2vJTvdU9FNWdhYzETY,Text You Back (feat. Bryce Vine),21,167,75.1,1
6.43,68.3,3.08,78.5,pop,pop,0.0013,G,17.7,-4.879,major,3.7,Roots,2019,Valerie Broussard,23FHa9lYnG6Dr8OzombPkS,Roots,69,123,58.1,0
3.01,85.0,4.25,61.8,hip hop,hip hop/rap,0.0,A,19.3,-5.81,major,11.2,Culture III,2021,Migos,24PEtqBNoKG3umCTLd2r3N,Straightenin,27,136,10.8,1
3.92,60.5,4.64,82.9,rap,hip hop/rap,0.0,A#,19.6,-2.377,minor,44.4,The Hunger For More,2004,Lloyd Banks,25YwwruYRtxe6RQdKtrZFS,Karma,57,176,70.8,0
27.0,78.0,4.93,46.0,reggae,global music,0.0,B,4.0,-12.36,major,8.0,Funky Kingston,1973,Toots & The Maytals,26WPI2aksB9XdqmeLfca5z,Funky Kingston,53,99,96.0,1
5.0,89.0,4.35,33.0,hip hop,hip hop/rap,6.0,C#,11.0,-18.94,minor,23.0,Reachin' (A New Refutation Of Time And Space),1993,Digable Planets,26q6YTrXt9l8qshIveiTX9,Rebirth Of Slick (Cool Like Dat),59,98,57.0,1
0.693,84.0,3.99,83.7,edm,edm/house/dance,7.92,F#,10.9,-5.614,major,12.0,Housy Things,2019,DSN,26tjsspbM2bZCVW78qzzdH,Housy Things,33,124,46.6,0
26.0,77.0,3.86,57.0,r&b,r&b,0.0,A#,7.0,-6.16,minor,11.0,Beautifully Human: Words and Sounds Vol. 2,2004,Jill Scott,28EL5veTZtx38TqxIZwFyQ,Golden,54,100,59.0,1
34.0,44.0,3.67,86.0,soul/funk/motown,soul/funk/motown,0.0,E,47.0,-4.17,minor,36.0,Bigger Love,2020,"John Legend, Original Koffee",2A6BUUkV6TgT4QdLCXIDPl,Don't Walk Away (feat. Koffee),34,194,52.0,1
36.0,76.0,3.22,48.0,reggae,global music,0.0,A,11.0,-8.2,minor,27.0,Natty Dread,1974,Bob Marley & The Wailers,2Ezmm08Oy4772SkEoC18Kt,Them Belly Full (But We Hungry),53,140,64.0,1
6.0,72.0,2.85,71.0,pop,pop,0.0,A,8.0,-4.95,major,3.0,A Bar Song (Tipsy),2024,Shaboozey,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),88,81,60.0,1
79.0,83.0,2.29,77.0,r&b,r&b,0.0,C,50.0,-5.7,major,27.0,MOTOMAMI,2022,ROSALÍA,2FYGZDfsAnNsrm1gVbyKnG,SAOKO,63,100,73.0,1
3.72,79.0,2.96,50.9,rap,hip hop/rap,0.0,B,14.4,-7.165,minor,24.2,Gadesoldat,2019,Beko,2Gb4mApBEJSEKq4HevgPmo,Gadesoldat,49,137,35.4,0
4.0,48.0,2.44,67.0,rock,rock,73.0,C#,34.0,-7.77,major,6.0,Let's Rock,2019,The Black Keys,2GuXIMRlaxVLcU0a5jacHw,Go,51,150,72.0,1
0.0,60.0,2.38,95.0,electronic,electronic,1.0,B,8.0,-4.26,major,4.0,i like the way you kiss me,2024,Artemas,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,85,152,75.0,1
29.1,72.9,3.87,41.4,hip hop,hip hop/rap,0.0,G,7.93,-6.14,minor,5.65,Pick Up Your Feelings,2020,Jazmine Sullivan,2JLVZYEMmqPWbUoAJAMKfm,Pick Up Your Feelings,46,86,56.5,1
0.0052,44.3,3.45,95.6,rock,rock,82.5,D,13.5,-6.198,major,5.11,The Best Of,2008,Joy Division,2JO3HwMRPeya8bXbtbyPcf,Love Will Tear Us Apart,71,147,90.9,0
6.0,69.0,4.64,89.0,r&b,r&b,0.0,C#,27.0,-5.04,minor,8.0,BREAK MY SOUL,2022,Beyoncé,2KukL7UlQ8TdvpaA7bY3ZJ,BREAK MY SOUL,61,115,85.0,1
44.0,90.0,2.31,88.0,soul/funk/motown,soul/funk/motown,0.0,C#,6.0,-5.07,minor,4.0,The Way I See It,2008,Raphael Saadiq,2OPANrnimcwWcVQuDk8ibD,100 Yard Dash,37,110,93.0,1
13.0,80.0,2.87,57.0,afrobeats,afrobeats,0.0,D#,8.0,-4.46,minor,9.0,Last Last,2022,Burna Boy,2PDgArI0p7UkeYgXWuqpmh,Last Last,2,88,55.0,1
4.0,72.0,3.71,86.0,rock,rock,3.0,D,13.0,-7.89,major,3.0,Out Of Our Heads,1965,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,76,136,93.0,1
54.0,41.0,5.84,50.0,folk,folk,0.0,C,11.0,-7.47,major,3.0,Keep Me on Your Mind/See You Free,2024,"Bonny Light Horseman,Eric D. Johnson,Josh Kaufman,Anaïs Mitchell",2QTW63ARNi7CZRgWKdjyx1,Old Dutch,39,103,35.0,1
0.007,59.4,4.52,97.8,edm,edm/house/dance,0.0668,A#,36.3,-3.123,minor,13.8,When We Were Young (Remixes),2014,Dillon Francis,2QaPV3T0kcuXFAu5V39Bu8,When We Were Young - Juventa Remix,10,128,38.9,0
0.253,49.1,3.46,74.8,rock,rock,82.1,E,10.7,-2.981,minor,3.62,South of Reality,2019,The Claypool Lennon Delirium,2RhrdmXvvtjoQrVfgvKF0p,South of Reality,28,153,59.4,0
25.0,69.0,2.54,26.0,soul/funk/motown,soul/funk/motown,0.0,A#,18.0,-12.21,major,3.0,The South Side of Soul Street: The Minaret Soul Singles 1967-1976,2013,Big John Hamilton,2SIYttGoWnQ2FRlq6rTmkc,I Just Want to Thank You,0,106,80.0,1
80.0,88.4,3.91,86.0,rock,rock,31.8,G#,14.5,-8.401,major,3.66,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Blackfoot,2TBhRXwBxfIJwhrB9gLlnn,Running,35,129,83.3,0
2.34,80.9,3.54,52.1,latin,global music,0.0005,B,16.9,-8.256,major,8.24,Que Se Repita,2019,Rigo V,2TMcH3s1FmQP5rCVt2EpUj,Que Se Repita,44,95,47.4,0
2.0,70.0,5.91,59.0,hip hop,hip hop/rap,1.0,C#,5.0,-8.75,minor,16.0,"Who Is Jill Scott? - Words and Sounds, Vol. 1",2000,Jill Scott,2U7X7mPD4wSp0capCGfpmM,It's Love,40,172,61.0,1
11.6,68.5,2.79,69.8,rap,hip hop/rap,0.0,B,14.9,-4.395,minor,16.8,TÅLMODIGHED,2019,Carmon,2UKPAH82dhYC4bJgAGd1d7,MALDIVERNE (feat. KESI),54,96,46.2,0
21.0,81.0,3.91,48.0,reggaeton,global music,0.0,D,8.0,-5.68,minor,33.0,La Bebe (Remix),2023,"Yng Lvcas,Peso Pluma",2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,81,170,56.0,1
19.0,77.0,3.81,36.0,soul/funk/motown,soul/funk/motown,0.0,C,8.0,-12.16,major,7.0,Gets Next to You,1971,Al Green,2UclV6Lu93Ssh1spktn0Fp,I Can't Get Next to You,40,113,55.0,1
14.1,58.7,3.61,83.4,rock,rock,0.0001,D,19.4,-4.514,major,3.48,You Could Have It So Much Better,2005,Franz Ferdinand,2V6n1Pq26T0Rdp0jgy77xp,Walk Away,1,124,53.9,0
31.0,65.0,4.14,84.0,hip hop,hip hop/rap,0.0,C,14.0,-4.32,major,21.0,Illmatic,1994,Nas,2W58HMaCbjcUfZnZaeHtcC,Memory Lane (Sittin' in da Park),57,90,62.0,1
35.0,78.0,3.1,54.0,r&b,r&b,59.0,G#,20.0,-6.79,minor,11.0,We Go Again,2023,ENNY,2YIIDMcF9zWJ2xcFSA99lH,Charge It,65,127,62.0,1
5.0,88.0,2.62,62.0,hip hop,hip hop/rap,0.0,F#,11.0,-5.56,major,10.0,7 EP,2019,"Lil Nas X,Billy Ray Cyrus",2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,72,136,64.0,1
28.0,72.1,5.34,60.4,rock,rock,21.6,A#,22.5,-10.224,major,3.02,Secret Agent,2009,Tony Allen,2YvGLm7HGIRwzH1pgQDmRP,Secret Agent,1,120,95.0,0
4.0,66.0,3.17,63.0,rock,rock,0.0,B,9.0,-6.94,minor,5.0,For What It's Worth,2020,Billy Porter,2ZBwoldduPeQoXBWePnrYV,For What It's Worth,31,96,77.0,1
1.08,45.1,3.8,55.0,rap,hip hop/rap,0.0,C#,7.37,-8.137,major,26.2,Epiphany,2007,T-Pain,2aIdVb8v9KTpEZnftkz2mD,Buy U a Drank (Shawty Snappin'),76,80,59.4,0
33.0,63.0,3.57,50.0,r&b,r&b,0.0,G,9.0,-8.34,major,14.0,Life On Earth - EP,2020,"Summer Walker,PARTYNEXTDOOR",2aSM4sbNN7cSmpYOG0sf46,My Affection (with PARTYNEXTDOOR),54,77,23.0,1
81.0,68.0,3.26,47.0,jazz,jazz,0.0,F,11.0,-5.18,minor,10.0,Lullabies Of Birdland,1954,Ella Fitzgerald,2cvztQuBIxwV38kg1Ydaww,How High The Moon - 1st Take,41,113,63.0,1
0.0421,59.5,3.87,87.0,latin,global music,4.55,F#,5.31,-7.984,major,18.6,Los Grandes Éxitos En Español,1999,Cypress Hill,2dWiyamUPrjm4Hi1HbzUGv,No Pierdo Nada (Nothin' To Lose) - Spanish Edit,33,112,90.7,0
0.39,35.0,3.49,77.3,rock,rock,39.4,A,5.57,-5.632,major,3.6,Experience Hendrix: The Best Of Jimi Hendrix,2000,Jimi Hendrix,2eMxI1qN0ft88sasJrARw3,Hey Joe,0,167,49.1,0
32.0,78.0,3.98,74.0,hip hop,hip hop/rap,0.0,C#,13.0,-8.07,minor,25.0,Mr. Morale & The Big Steppers,2022,"Kendrick Lamar,Blxst,Amanda Reifer",2g6tReTlM2Akp41g0HaeXN,Die Hard,72,101,36.0,1
63.0,40.0,3.1,30.0,rock,rock,0.0,D,18.0,-9.0,major,3.0,Lyle Lovett And His Large Band,1989,Lyle Lovett,2gLYOZVuyfmy3TS1ICVyaD,Nobody Knows Me,33,92,27.0,1
0.236,38.2,3.91,69.8,pop,pop,0.0052,F#,10.8,-3.409,major,3.74,Love You Forever,2019,Nicky Romero,2gqzTQEn4g5ly0n5ScdMx0,Love You Forever,61,128,15.1,0
0.0293,85.9,3.07,28.3,r&b,r&b,1.36,C#,8.15,-7.613,major,22.9,L.O.V.E,2019,Devin Morrison,2hANHoUH1CiN2qhKkmmKpL,L.O.V.E,34,90,70.5,0
39.0,74.0,3.49,55.0,hip hop,hip hop/rap,0.0,G#,7.0,-8.98,major,42.0,Circles,2020,Mac Miller,2hwOoMtWPtTSSn6WHV7Vp5,Blue World,70,85,51.0,1
23.6,84.0,4.0,71.8,latin,global music,0.0048,A,9.68,-3.527,major,6.36,Buenos Amantes,2019,Japiaguar,2jT3L6H54Cze0Sv6AL5NRB,Buenos Amantes,45,156,86.4,0
2.03,95.0,3.86,83.8,edm,edm/house/dance,0.076,B,27.3,-4.246,minor,18.0,Many Times,2019,Mike Gudmann,2jsn3BSceMAfXb8JGglkRE,Many Times,31,128,78.1,0
33.0,71.0,4.07,71.0,hip hop,hip hop/rap,1.0,G,19.0,-6.13,major,6.0,Ego Death,2015,The Internet,2kBHv0gFA2iheTUXmPB9e1,Under Control,48,98,50.0,1
78.0,33.0,2.29,60.0,jazz,jazz,0.0,E,8.0,-7.37,minor,5.0,Nina Simone Sings The Blues (Expanded Edition),1967,Nina Simone,2km9fkIwupyw4puhwcYnCP,Do I Move You - Version II,22,206,63.0,1
67.0,62.0,3.7,29.0,r&b,r&b,0.0,D,12.0,-12.65,minor,20.0,I Can’t Even Cry,2024,Hope Tala,2knRILXCUzgUfP10oxsgk3,I Can’t Even Cry,45,149,62.0,1
1.52,47.5,4.84,91.5,rock,rock,0.162,A,34.9,-3.565,major,6.08,The Essential Ozzy Osbourne,2003,Ozzy Osbourne,2nKOUDSm0EhVvQWoDyjl27,Crazy Train,4,137,59.0,0
1.0,72.0,3.22,61.0,r&b,r&b,0.0,F,9.0,-6.58,minor,3.0,PARTYMOBILE,2020,PARTYNEXTDOOR,2o2bLG5JqlwSCZNsx9BvOs,PGT,0,117,64.0,1
0.543,60.4,3.97,68.5,r&b,r&b,6.3,G,7.06,-5.679,major,2.77,MDRN LV,2019,Picture This,2oDkjSOpQALz7rEmsgekft,Everything Or Nothing,59,105,24.5,0
5.0,84.0,3.72,48.0,hip hop,hip hop/rap,0.0,D,6.0,-7.33,major,33.0,The Master,1999,Rakim,2p9sprAX27D6U5cuSE9NsM,When I B On Tha Mic,61,96,84.0,1
1.46,27.3,6.77,95.3,rock,rock,1.73,B,19.0,-8.76,major,7.68,Appetite For Destruction (Explicit Version),1987,Guns N' Roses,2pDPnlF496mf3EBwrTCHN2,Paradise City,2,100,44.5,0
5.11,48.9,3.18,76.6,pop,pop,0.0014,D#,12.6,-5.84,major,8.51,Don't Give Up On Me (with R3HAB),2019,Andy Grammer,2pMntGuRgHAHVtrpC6kgGy,Don't Give Up On Me,9,121,11.7,0
39.0,88.0,2.69,69.0,r&b,r&b,0.0,F#,5.0,-4.03,major,12.0,Con Altura,2019,"ROSALÍA,J Balvin,El Guincho",2qG5sZ7Si6sdK74qLxedYM,Con Altura,70,98,75.0,1
10.8,80.0,2.83,66.8,rap,hip hop/rap,0.0057,E,6.94,-5.047,minor,27.0,TÅLMODIGHED,2019,Carmon,2qL8iTJoj3uzrkJxYjgA3z,GØR VED MIG (feat. Sivas),48,130,50.3,0
74.0,31.0,5.38,22.0,soul/funk/motown,soul/funk/motown,0.0,C,11.0,-15.6,minor,4.0,A Donny Hathaway Collection,1990,Donny Hathaway,2qdyq2N1XfaA8QhtiOWWFG,I Love You More Than You'll Ever Know,39,87,20.0,1
40.0,34.0,3.63,21.0,rock,rock,0.0,C,18.0,-16.73,major,3.0,Just Once In My Life,1965,The Righteous Brothers,2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,76,99,29.0,1
74.0,65.2,2.82,55.7,r&b,r&b,0.0,C#,12.4,-5.714,minor,3.18,Narrated For You,2018,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,86,150,48.3,0
47.5,64.5,3.28,79.1,latin,global music,0.0,C,7.67,-3.547,major,35.1,Parte de Mí,2019,Kevin G.,2r387DZKnyoSQUpHWikyGR,Si Tú Sabes,24,190,71.3,0
22.7,69.7,3.97,59.3,latin,global music,0.0,D,11.0,-6.356,minor,19.4,Nibiru,2019,Ozuna,2sGcLL6UBHSRCm3kiKH9zI,Temporal,66,148,48.4,0
18.0,59.0,3.15,79.0,soul/funk/motown,soul/funk/motown,0.0,G#,10.0,-8.7,minor,7.0,Spinners,1973,The Spinners,2vLaES21zwbX1Rnmj56Bbb,I'll Be Around,62,112,63.0,1
31.4,47.6,3.23,66.6,folk,folk,0.0,F#,34.2,-3.44,major,4.46,Speak Your Mind (from the Netflix Series We The People),2021,Brandi Carlile,2w2nGYcTq7iP1Aj6AI8KIi,Speak Your Mind (from the Netflix Series We The People),17,148,49.8,1
23.2,57.8,2.99,78.6,pop,pop,0.0106,A,12.2,-4.665,major,13.0,Only Want You (Sam Feldt Remix),2019,Rita Ora,2wOVXsIRIoniqipE9I5ZVx,Only Want You - Sam Feldt Remix,64,106,34.7,0
63.2,71.1,6.93,55.9,r&b,r&b,3.89,C,13.6,-7.671,minor,2.91,Maxwell's Urban Hang Suite,1996,Maxwell,2x28X8t6xaomkkn1ssHJ5E,...Til the Cops Come Knockin',48,130,58.3,0
13.9,84.4,3.19,61.8,latin,global music,0.0309,F,14.8,-5.133,minor,6.85,Nibiru,2019,Ozuna,2x6WhnhzmKMbG1oO5fIW5G,Fuego,69,91,60.4,0
1.3,90.3,2.89,68.6,rap,hip hop/rap,0.0,D,4.84,-5.065,major,11.4,A NIVEAU,2019,ATYPISK,2xeiAqqHWYXQMWk6s2aQdw,Kærlighed (feat. Gilli & Kesi),69,115,68.6,0
2.0,88.0,4.61,73.0,house/dance,edm/house/dance,10.0,G#,11.0,-5.82,minor,3.0,The Wanderings Of The Avener,2015,"The Avener,Phoebe Killdeer",2y2TNx72H4oE01TkztsAR6,Fade Out Lines - The Avener Rework,53,119,70.0,1
1.73,82.4,2.27,64.5,rap,hip hop/rap,0.0003,A,11.0,-6.324,major,36.7,STEPZOLOGI,2019,Stepz,2yd52fQjwKXLm6CiZzxO8q,Samurai (feat. Sivas),54,85,45.7,0
80.0,44.0,3.47,31.0,pop,pop,13.0,G#,35.0,-10.96,major,6.0,my future,2020,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,my future,67,105,9.0,1
4.65,77.0,3.08,63.2,latin,global music,0.937,F,17.5,-4.77,minor,22.7,Nibiru,2019,Ozuna,2z1ACAitQVTvo1ynh7EtAd,Yo Tengo una Gata,67,184,81.9,0
10.6,58.7,3.25,55.1,rap,hip hop/rap,0.0,D,5.45,-8.523,minor,23.6,Protokol,2019,Jamaika,2zykitlpirl2soC7LwtWP3,Protokol,56,71,17.2,0
0.148,61.3,3.56,95.3,rock,rock,0.0582,D,15.2,-3.435,major,8.55,Get Born,2003,Jet,305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,74,105,53.7,0
1.98,87.5,3.35,73.2,rap,hip hop/rap,0.0,C#,11.0,-5.135,major,6.35,Welcome To The Zoo,2007,Gorilla Zoe,323Tzd2yjV4pifrVAajafb,Hood Nigga,57,87,15.9,0
0.129,49.4,2.82,94.6,rock,rock,0.0,E,39.8,-2.757,major,6.37,A Place In The Sun,1999,Lit,33iv3wnGMrrDugd7GBso1z,My Own Worst Enemy,70,103,74.1,0
22.7,68.9,3.05,68.6,rap,hip hop/rap,0.0,E,9.82,-5.049,minor,41.9,STEPZOLOGI,2019,Stepz,34FrYXSm9WiGCn7mT1lVuE,BeBe,52,120,66.9,0
0.159,69.4,3.24,72.5,edm,edm/house/dance,25.7,G,8.64,-6.166,major,4.74,You Say,2018,Andy Kulter,35KNVXfDELwHrfv1GCgcRl,You Say - Edit,10,123,68.8,0
42.9,71.4,3.98,68.6,latin,global music,0.0,C#,21.3,-6.395,major,36.0,Bon Voyage,2016,Liricistas,379GgTu7WeNT4Xoak52p3E,Día y Noche,47,94,54.0,0
11.9,49.5,3.86,77.7,edm,edm/house/dance,0.0,G,42.5,-5.764,major,17.7,SWAAY,2015,DNCE,38510fWvtOkrFjg2EDkJtT,Toothbrush,3,104,81.2,0
