acousticness,danceability,duration_min,energy,genre,genre2,instrumentalness,key,liveness,loudness,mode,speechiness,track_album_name,track_album_release_year,track_artist,track_id,track_name,track_popularity,tempo,valence,in_obama_playlist
11.5,77.1,2.02,63.6,rap,hip hop/rap,0.0,G,21.7,-4.52,major,21.7,Dedikeret,2020,Jamaika,38PH0BX4W8T15k3ITRMmQM,Bandolero,55,100,74.1,0
15.5,75.1,4.37,77.3,latin,global music,0.0,C#,11.5,-6.465,major,27.5,No Van Pal Baile,2017,Portavoz,39BciL2rDnFXWobvQsqe24,No Van Pal Baile,0,91,82.5,0
3.64,59.5,2.89,77.3,latin,global music,0.108,A,33.4,-4.736,minor,5.49,X,2018,Nicky Jam,39N9RPD9MRb5WmoLzNzPeA,X,52,180,71.1,0
25.6,77.7,8.35,69.8,latin,global music,0.0,C#,6.48,-7.339,major,37.0,Elefante,2017,Mente Sabia Crú,39OtTWWklZAf0120taXbVH,8.21,27,92,93.2,0
6.0,39.0,2.28,65.0,r&b,r&b,0.0,F#,27.0,-4.32,minor,8.0,I Remember Me,2011,Jennifer Hudson,3A7yE3igxCotMUgzQzMXwK,Feeling Good,0,96,31.0,1
0.164,87.5,3.0,93.1,edm,edm/house/dance,0.0585,A,7.57,-5.26,minor,9.2,So Fly,2019,Moksi,3Bo1APAEDcahmyiUPyPVuO,So Fly,1,128,68.1,0
5.0,79.0,4.39,65.0,hip hop,hip hop/rap,0.0,G,10.0,-7.84,major,10.0,Views,2016,"Drake,Rihanna",3BtuIIrQlkujKPuWF2B85z,Too Good,72,118,40.0,1
0.73,59.7,3.29,66.3,rap,hip hop/rap,0.0,A,7.91,-6.99,major,43.6,Back of My Mind,2021,"H.E.R.,Lil Baby",3CtfBYewF9YoIj4tN1Xuh6,Find A Way (feat. Lil Baby),37,158,57.7,1
8.71,77.6,3.66,54.7,rap,hip hop/rap,0.0,F,35.3,-6.367,minor,4.16,Hvil I Fred (feat. Jamaika),2019,Xander,3Dt3KBJAOwhU3PrfVPFRt1,Hvil I Fred (feat. Jamaika),54,112,44.4,0
14.0,77.0,2.94,68.0,r&b,r&b,2.0,A,8.0,-4.28,minor,5.0,RR,2023,ROSALÍA,3Eax1yebRxj6LSYpxE9Yd3,VAMPIROS,61,102,47.0,1
0.0,49.0,3.87,87.0,rock,rock,0.0,C,37.0,-5.14,major,4.0,Wet Leg,2022,Wet Leg,3EwTIu5qka2l5ZekB0b6QC,Angelica,50,132,31.0,1
48.0,57.0,4.33,75.0,hip hop,hip hop/rap,0.0,G,12.0,-4.66,major,17.0,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),2020,"Popcaan,Drake,PARTYNEXTDOOR",3GjFRgUzylTZO5wqxFt9e0,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),0,106,64.0,1
10.2,62.0,3.7,90.6,pop,pop,2.06,B,18.3,-3.638,minor,6.27,Remember (with ZOHARA),2018,Gryffin,3Iee2uf8UXOrOupQzfs1z5,Remember (with ZOHARA),11,123,39.8,0
23.6,65.7,5.16,57.8,latin,global music,0.746,D#,21.2,-6.682,minor,13.0,Aerolineas Makiza,1999,Makiza,3ItEUMz1CKL5CJxmnBAADO,La Rosa De Los Vientos,54,90,81.9,0
0.781,78.9,4.16,79.5,latin,global music,0.151,D#,20.8,-8.699,minor,11.6,Los Grandes Éxitos En Español,1999,Cypress Hill,3JlHPSGJykKR0EAESs8Ope,No Entiendes La Onda (How I Could Just Kill A Man) - Spanish Edit,43,102,84.9,0
19.0,63.0,4.01,80.0,hip hop,hip hop/rap,0.0,D,64.0,-6.55,minor,5.0,1123,2019,"BJ The Chicago Kid,Anderson .Paak",3KapR70eIR6Zm3kJfG4oB3,Feel The Vibe,44,87,86.0,1
0.0999,78.6,7.83,47.9,r&b,r&b,3.15,F,11.7,-10.501,minor,6.07,We Are to Be,2014,Chymamusique,3KhNltADertRRkqQ3IJ57D,We Are to Be,6,123,83.6,0
10.1,88.8,2.92,57.7,rap,hip hop/rap,0.0,E,27.9,-7.865,minor,26.2,Milano Step (Lamin X Artigeardit),2020,Lamin,3LNDqfz94lY7uGifx8HQXt,Milano Step (Lamin X Artigeardit),50,130,47.7,0
7.48,91.6,2.75,58.0,rap,hip hop/rap,0.0,F,12.3,-7.092,minor,26.0,Sjakalina,2019,Tessa,3LdRxPZLIouyXVFrJVLwg8,Sjakalina,63,102,56.8,0
2.07,68.4,2.6,95.0,pop,pop,0.0001,C#,10.5,-2.588,minor,8.09,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019,Clean Bandit,3Mong1BzxMKwTZ0SbfLdcQ,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,65,126,43.6,0
33.3,50.2,3.06,78.0,pop,pop,0.0,C,72.0,-4.547,major,24.4,I Miss Myself (R3HAB Remix),2019,NOTD,3N9YuL395rE4qNyHMsvOWC,I Miss Myself - R3HAB Remix,56,123,60.7,0
30.0,44.0,4.01,61.0,rock,rock,0.0,G,8.0,-6.55,major,3.0,Last of the Independents,1994,Pretenders,3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,69,134,27.0,1
27.0,48.0,3.33,63.0,rock,rock,0.0,F,9.0,-8.41,major,3.0,Jackson Browne (Saturate Before Using),1972,Jackson Browne,3QcuZo6WLcFkqqLmDs0d95,Doctor My Eyes,2,76,54.0,1
3.0,67.0,4.2,74.0,afrobeats,afrobeats,0.0,E,13.0,-4.95,minor,8.0,Smile (feat. H.E.R.),2020,"Wizkid,H.E.R.",3Rp8FNCr3yxM3fGFy99LN8,Smile (feat. H.E.R.),36,90,72.0,1
17.0,85.0,4.19,67.0,hip hop,hip hop/rap,0.0,C,13.0,-6.55,major,27.0,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1990,A Tribe Called Quest,3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,68,97,74.0,1
2.0,70.0,4.13,71.0,electronic,electronic,0.0,D,8.0,-4.97,major,3.0,Women In Music Pt. III,2020,HAIM,3UAAH2Jc1Fjr3HGaLyaZZE,The Steps,0,117,62.0,1
24.7,57.3,6.34,67.9,r&b,r&b,0.0,D#,32.1,-6.774,minor,4.23,All That I Am,1997,Joe,3UGNdLrhhsK0SY9gNqe8TT,All The Things (Your Man Won't Do),59,66,64.8,0
6.35,64.0,4.56,63.1,rock,rock,0.19,A,11.8,-11.092,minor,4.59,Creedence Covers The Classics,2009,Creedence Clearwater Revival,3UTItBKzuk2IOqxVu0C2F8,Susie Q - Single Version,0,128,93.4,0
0.147,42.9,5.01,91.5,edm,edm/house/dance,7.68,F,15.2,-4.182,minor,16.7,Haunted House,2013,Knife Party,3UyZtf5BzjEYFJkIiIipoH,Internet Friends - VIP,42,128,14.7,0
0.129,55.2,2.95,97.8,edm,edm/house/dance,10.2,F#,23.4,-4.398,minor,5.19,Fire In My Soul (Remixes) (feat. Shungudzo),2019,Oliver Heldens,3VHCuPFZ9JA1kopIlNLDdz,Fire In My Soul (feat. Shungudzo) - Tom Staar Remix,37,126,30.8,0
25.0,64.0,2.88,60.0,pop,pop,0.0,C#,11.0,-6.13,minor,3.0,Stargazing,2024,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,89,124,33.0,1
21.3,61.7,4.85,88.3,hip hop,hip hop/rap,0.0,A,26.5,-3.39,minor,28.9,The Black Album,2003,JAY-Z,3XEHn72yyeU5VmCrvqh37n,Allure,15,87,37.3,1
3.65,43.5,4.65,32.9,rock,rock,0.116,E,10.9,-7.686,major,3.18,הביאו את הנגרים,2019,Hila Ruach,3Xys87IBYvgmRq8T8pkDIR,הביאו את הנגרים,13,123,4.37,0
33.0,77.0,3.92,71.0,reggaeton,global music,0.0,C#,42.0,-4.89,minor,8.0,LOS MARCIANOS Vol.1: Dei V Version,2024,"Chris Jedi,Gaby Music,Dei V,Anuel AA,Ozuna",3Zm9ZCH5iQcpp1tdvU9rb7,BAD BOY,59,95,63.0,1
11.0,82.0,4.54,53.0,electronic,electronic,2.0,A,26.0,-11.18,major,3.0,Tuesday Night Music Club,1993,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,68,120,93.0,1
45.0,58.0,3.73,25.0,jazz,jazz,0.0,C#,11.0,-12.61,major,4.0,Songs For Swingin' Lovers! (Remastered),1956,Frank Sinatra,3aEJMh1cXKEjgh52claxQp,I've Got You Under My Skin - Remastered 1998,66,127,59.0,1
67.1,61.8,3.14,72.6,rock,rock,41.8,A#,12.0,-6.502,major,3.74,Psycho African Beat,2010,The Psychedelic Aliens,3aup2Wb74T0uWASlue8sqP,Gbomei Adesai,27,116,68.3,0
91.6,77.7,4.04,72.1,rock,rock,6.58,C#,9.72,-9.671,major,7.83,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Ngozi Family,3btLTcvS1uOk5IVGTn7Gh4,Hi Babe,31,123,89.9,0
2.0,54.0,4.43,77.0,indie,indie,21.0,F,7.0,-7.37,major,5.0,Seventeen,2019,Sharon Van Etten,3buy5Ooz6uNL48W1yBUzbM,Seventeen,0,127,24.0,1
9.42,63.2,3.37,57.4,pop,pop,0.0,E,21.5,-8.584,major,5.3,Summer Air (feat. Trevor Guthrie),2019,Hardwell,3eW2EDwNRAiQKkgom96dUa,Summer Air (feat. Trevor Guthrie),40,126,55.7,0
8.02,80.1,3.62,93.4,latin,global music,0.0,G,50.5,-4.418,minor,6.75,Objetos Perdidos,2019,Ñejo,3fIBfeXyOYgGUumsk1Kjno,No Lo Pienses - Remix,43,93,87.0,0
38.3,84.1,3.95,57.3,latin,global music,0.0096,F#,10.5,-11.715,minor,30.2,La Bomba de Ziroshima,2016,Zof Ziro,3gBcBIHTSd3nab5w53U45C,Ojos de Diablo,41,93,64.4,0
4.0,69.0,4.35,84.0,soul/funk/motown,soul/funk/motown,0.0,C#,2.0,-4.78,major,6.0,Time For Healing,1997,Sounds Of Blackness,3hl063NQxiuWyymhgaLf92,Hold On (Change Is Comin'),43,93,85.0,1
12.0,70.0,3.57,58.0,r&b,r&b,0.0,F#,14.0,-6.94,minor,8.0,Try Me,2023,Jorja Smith,3htVhQPsTXWAkAXYRkfRSz,Try Me,42,105,63.0,1
3.0,76.0,4.75,85.0,hip hop,hip hop/rap,0.0,G,37.0,-3.05,major,4.0,Greatest Hits,1998,"2Pac,Roger,Dr. Dre",3ia3dJETSOllPsv3LJkE35,California Love - Original Version,79,92,76.0,1
23.5,65.6,4.28,57.8,r&b,r&b,0.0,G,11.8,-8.97,minor,9.22,Let Me Love You,2004,Mario,3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,77,95,55.6,0
42.9,49.3,3.23,77.3,pop,pop,0.0007,F,8.07,-3.791,minor,15.7,Sixteen (Don Diablo Remix),2019,Ellie Goulding,3jwQwGVERUXo7eaAgL1xAo,Sixteen - Don Diablo Remix,66,123,30.1,0
8.0,65.0,4.3,69.0,reggaeton,global music,0.0,D#,53.0,-5.75,minor,4.0,Un Verano Sin Ti,2022,"Bad Bunny,Bomba Estéreo",3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,81,80,27.0,1
4.0,63.0,4.21,64.0,soul/funk/motown,soul/funk/motown,16.0,G,10.0,-10.01,major,4.0,Texas Sun,2019,"Khruangbin,Leon Bridges",3k5oLgungD1dSOGLqQdIQw,Texas Sun,0,112,62.0,1
15.3,74.3,2.86,67.2,rap,hip hop/rap,0.0,D,19.4,-5.881,minor,27.7,Balenci,2019,Larry 44,3oP9C6MAm8i4SvYB37GDto,Balenci,57,140,27.5,0
13.8,52.1,3.28,82.6,r&b,r&b,0.0,D,19.6,-2.888,major,3.72,This Morning,2018,Picture This,3phOtFs7faVgUInMMaJ3RD,This Morning,60,158,37.2,0
2.0,91.0,2.64,63.0,hip hop,hip hop/rap,0.0,G#,10.0,-4.4,major,6.0,PARABOLIC!,2020,nobigdyl.,3pm0lUOKsphN8A3VLZivuS,PARABOLIC!,49,88,75.0,1
1.0,87.0,2.02,68.0,hip hop,hip hop/rap,0.0,F,16.0,-4.92,minor,9.0,My Best,2024,Saweetie,3qAMlVUvNZVpxA85pFPxOT,My Best,52,140,50.0,1
9.61,79.2,4.94,78.2,latin,global music,0.0,A,14.2,-5.201,major,5.38,En Cero (Remix),2019,Yandel,3rZxzqH3vl8yY0BTL4lzxL,En Cero - Remix,68,93,62.8,0
7.97,66.1,3.73,75.8,pop,pop,0.0,G,10.6,-5.299,major,8.64,Let It Be Me,2019,Steve Aoki,3sHuIjfAzluc6S9cXoqfqC,Let It Be Me,23,114,38.7,0
2.0,73.0,2.51,75.0,afrobeats,afrobeats,0.0,A#,15.0,-4.58,major,4.0,HEIS,2024,Rema,3sKBph3ElueH1dVLmkHWZZ,YAYO,66,118,51.0,1
31.0,70.9,3.26,61.5,latin,global music,0.0,B,10.5,-5.041,major,21.2,UNO,2019,Nacho,3tCMkWXH8WdzyVQWDrBz52,Delirio,48,184,62.9,0
10.0,52.0,5.67,47.0,folk,folk,0.0,E,10.0,-8.74,major,3.0,West,2007,Lucinda Williams,3tJvIep0xivOdA6xCjGVQS,Unsuffer Me,30,118,35.0,1
35.6,76.5,4.01,55.0,r&b,r&b,0.0095,C,10.2,-7.942,major,8.0,I Found My Smile Again,2008,D'Angelo,3uq6qe8ouF012GLOcLyWcH,I Found My Smile Again (Radio Edit),49,95,68.8,0
75.6,54.9,3.77,41.3,r&b,r&b,0.0,E,9.39,-5.587,major,3.62,Oh My Messy Mind,2019,James Bay,3xRcQ04b0l5RiU2w7lJhCD,Bad,73,140,29.0,0
10.0,60.0,5.39,89.0,electronic,electronic,27.0,C#,17.0,-8.64,major,5.0,You've Come A Long Way Baby,1998,Fatboy Slim,3yGy1JYz3zQKlxSgjgpQqX,Praise You,53,110,53.0,1
19.0,49.0,3.06,58.0,rock,rock,0.0,G,41.0,-10.96,major,4.0,Blowin' Your Mind!,1967,Van Morrison,3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,83,151,91.0,1
68.0,77.0,2.73,37.0,soul/funk/motown,soul/funk/motown,0.0,D,8.0,-11.23,major,3.0,The Dock of the Bay (Mono),1968,Otis Redding,3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,78,104,53.0,1
64.0,50.0,10.72,29.0,jazz,jazz,0.0,G#,16.0,-15.43,major,5.0,Blue Train,1957,John Coltrane,3zIuHdD8dkh1vPxQu334T7,Blue Train,50,136,57.0,1
16.0,73.0,3.48,74.0,hip hop,hip hop/rap,0.0,B,12.0,-4.61,minor,32.0,Who Told You (feat. Drake),2023,"J Hus,Drake",40EXFgNMOIQRQOwJZ8mJkC,Who Told You (feat. Drake),63,77,87.0,1
22.7,69.5,2.92,71.9,latin,global music,0.0171,D,8.84,-5.938,major,9.03,Nibiru,2019,Ozuna,40rXWke6SnXiGkSmaT8ZUr,Fantasía,85,180,78.1,0
90.5,53.1,3.75,34.7,r&b,r&b,0.0,C,9.35,-7.044,major,3.45,Wide Awake,2012,Michael Schulte,41WTP0gosjYD74B06uS2tL,You Said You'd Grow Old With Me,71,114,28.9,0
2.44,45.6,3.15,82.8,r&b,r&b,0.0,C#,21.0,-6.225,major,7.7,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019,Panic! At The Disco,421eObjg0DTm2qajJl5OJm,Into the Unknown - Panic! At The Disco Version,82,117,31.3,0
31.0,61.0,3.1,83.0,rock,rock,0.0,C,20.0,-8.15,major,5.0,Down In The Groove,1988,Bob Dylan,42KZovoCaiMhxskWGA68gt,Silvio,29,162,85.0,1
21.4,81.7,3.15,68.3,edm,edm/house/dance,0.0009,A#,7.98,-6.59,major,13.9,Swing Patrol,2012,Tape Five,42l9bIPPT5555p3KeY83y2,Geraldines Routine,49,119,81.5,0
78.0,39.0,3.58,75.0,soul/funk/motown,soul/funk/motown,0.0,D#,14.0,-7.0,major,4.0,River Deep-Mountain High,1966,Ike & Tina Turner,44BmNSqH9uZV5OfIjGcER3,River Deep - Mountain High,50,83,27.0,1
28.7,73.2,2.57,41.3,r&b,r&b,0.0,A,5.65,-6.353,major,7.02,Y U Gotta B Like That,2019,Audrey Mika,45StvejYUdIsyUwqdZ7iJM,Y U Gotta B Like That,69,92,76.1,0
20.0,63.0,3.91,44.0,r&b,r&b,0.0,C#,10.0,-4.69,major,10.0,Back of My Mind,2021,H.E.R.,45wbaSjwlHfUyLf36DHPtF,Process,39,127,36.0,1
9.1,68.7,2.13,70.6,pop,pop,0.0,E,12.4,-5.357,major,4.59,Don’t Give Up On Me Now (with Julie Bergan),2019,R3HAB,46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),63,115,27.0,0
1.0,68.0,3.39,73.0,rock,rock,0.0,D,6.0,-7.32,major,5.0,Gaslighter,2020,The Chicks,4BR0bp4qHX1lcBM2HtnoIm,Gaslighter,44,131,69.0,1
9.0,77.0,2.9,36.0,r&b,r&b,0.0,C,12.0,-6.48,major,4.0,Three Dimensions Deep,2022,Amber Mark,4Csvnz7PR04ttCcDAhUz6o,Bliss,42,73,52.0,1
14.7,59.3,3.03,60.7,soul/funk/motown,soul/funk/motown,0.0,C#,12.8,-9.89,major,2.83,Make It Happen,1967,Smokey Robinson & The Miracles,4Dq749x2QP6OXTURJ9GGY8,The Tears Of A Clown,54,128,95.3,1
5.89,61.8,2.57,91.9,edm,edm/house/dance,0.0133,F,11.4,-4.389,minor,30.7,Blackout,2019,Blasterjaxx,4EouOqmuTn64vk1CGhKL4G,Blackout,46,130,10.8,0
18.0,56.9,4.27,57.2,latin,global music,0.0002,C,30.6,-5.714,minor,33.3,+ High (feat. Jaycob Duque),2019,Nibal,4F1qeI9MpssRd1OXqH34kR,+ High (feat. Jaycob Duque),48,192,56.4,0
56.0,86.0,2.59,55.0,afrobeats,afrobeats,0.0,C#,19.0,-7.92,minor,15.0,Finesse,2022,"Pheelz,Bnxn",4Gasn91fsCefnN8zM5GjA8,Finesse,63,102,78.0,1
0.237,50.9,4.77,89.0,rock,rock,0.0788,A,49.9,-4.594,minor,8.05,Absolute Rock Anthems,2008,Billy Idol,4GnMGHL8UgSLKnMHCkRWxu,Rebel Yell,0,166,43.4,0
21.9,79.2,2.82,72.4,pop,pop,0.0,B,9.11,-5.108,minor,3.62,Only When It Rains,2019,Frank Walker,4IAd7Vdwcc1E86P15tXjca,Only When It Rains,52,110,42.9,0
89.0,51.0,5.31,73.0,jazz,jazz,34.0,F,15.0,-11.72,minor,4.0,Wisdom Through Music,1973,Pharoah Sanders,4IIxBK0L8uj7viwxhmuSc4,Love Is Everywhere,42,128,75.0,1
20.9,60.0,4.23,70.6,rap,hip hop/rap,0.0,A#,12.5,-7.899,minor,36.1,Operation Stackola,1995,Luniz,4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,73,174,58.0,0
28.6,72.0,3.46,67.3,rap,hip hop/rap,0.0,E,11.7,-5.886,minor,21.5,STANDARD,2019,I$WAAL,4Jh3p0TydgTJZ444pPhVvd,STANDARD,57,140,22.2,0
0.0086,51.1,4.22,91.7,rock,rock,50.0,A,4.18,-8.052,minor,3.78,Dio / Rock Legends,2007,Dio,4Ld00UQYL3aPcK4yOnv0JP,Rainbow In The Dark,2,118,65.2,0
57.0,40.0,6.07,50.0,electronic,electronic,1.0,E,98.0,-11.48,minor,4.0,The Essential Leonard Cohen,2002,Leonard Cohen,4LhomLO7QYlHsX2mgdQR9X,Dance Me to the End of Love - Live,35,133,42.0,1
22.9,44.8,2.84,83.6,pop,pop,0.0,B,42.7,-6.495,major,8.09,Tequila (Robin Schulz Remix),2019,Dan + Shay,4Nu8sEejt46770gDUvFcrF,Tequila - Robin Schulz Remix,54,123,48.2,0
14.0,72.0,5.06,82.0,soul/funk/motown,soul/funk/motown,0.0,B,12.0,-11.3,major,5.0,The Definitive Collection (Deluxe Edition),2002,Stevie Wonder,4P91jW5QmEkhoLgdMujp82,Do I Do,57,113,92.0,1
4.27,72.8,3.22,84.8,pop,pop,0.0004,F,11.8,-6.248,major,18.5,Don't Worry Bout Me (Rudimental Remix),2019,Zara Larsson,4R7ZSlYoJOIaxHJFHszQCR,Don't Worry Bout Me - Rudimental Remix,65,125,61.2,0
6.11,42.1,3.97,70.5,edm,edm/house/dance,0.0008,D#,19.9,-4.423,major,3.81,Hold On,2016,Henrik B,4Rd3IGR94ZgUENKYyXhdcz,Hold on,0,128,49.6,0
12.6,62.0,3.43,65.8,rap,hip hop/rap,0.0,F,16.2,-5.433,minor,4.08,888,2019,KESI,4TWa40ZGCUDhtxykpoWCcq,Hele Vejen (feat. Gilli),54,172,56.0,0
24.7,61.4,4.1,68.4,r&b,r&b,0.0,C,9.76,-5.79,major,15.7,Without Fear,2019,Dermot Kennedy,4Ta3PhWmY50ZLU1uhKFKPE,Outnumbered,72,157,25.8,0
6.35,64.7,3.21,79.5,pop,pop,0.0,C#,18.8,-3.548,minor,3.72,Better When You're Gone,2019,David Guetta,4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,76,128,40.9,0
46.6,77.8,6.79,83.0,rock,rock,35.7,A#,11.1,-7.093,minor,7.2,Presents the Chissa Years 1965-1975,2006,Hugh Masekela,4Ua2SU25r2XCnT8CpmYAyM,Afro Beat Blues (Feat. Ojah),2,96,88.8,0
81.6,58.6,3.26,44.7,r&b,r&b,0.0,D#,27.7,-4.699,major,2.87,What a Time To Be Alive (Deluxe Edition),2019,Tom Walker,4VPlKUSjC9HdZdUbFZ0Y5y,Better Half of Me,69,108,44.1,0
1.0,38.0,3.33,87.0,folk,folk,2.0,G,15.0,-5.5,major,24.0,Reunions,2020,Jason Isbell and the 400 Unit,4YtvmIkKHaSBOv1VPmZf6p,Be Afraid,32,151,31.0,1
7.17,63.0,3.27,72.6,pop,pop,0.0,C,10.8,-3.753,major,9.78,Woke Up Late (Sam Feldt Remix),2019,Drax Project,4ciBIS83LHQpKf4noVKP51,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,41,122,49.9,0
12.7,78.3,2.74,73.8,latin,global music,0.0,B,12.7,-4.078,major,7.41,VIDA,2019,Luis Fonsi,4cuGZb0iFyHtwaSKdKrJkF,Imposible,68,91,92.5,0
5.4,67.4,3.01,85.4,pop,pop,0.0,F,37.9,-5.253,major,11.5,Sing It With Me (Embody Remix),2019,JP Cooper,4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,50,112,50.3,0
28.9,89.8,3.61,27.6,hip hop,hip hop/rap,0.02,B,10.7,-12.38,minor,34.0,4 Your Eyez Only,2016,J. Cole,4eSn3WcTUYdM5dYnSf7v8K,Neighbors,32,139,44.4,1
54.0,73.0,5.74,50.0,soul/funk/motown,soul/funk/motown,32.0,C,13.0,-8.91,minor,8.0,Voodoo,2000,D'Angelo,4euxFlxLWVGmZZLyYARTyE,Spanish Joint,48,112,78.0,1
13.0,27.0,4.21,76.0,pop,pop,0.0,G,7.0,-3.74,major,5.0,That's Where I Am,2022,Maggie Rogers,4f1KkbXHnfIVZ9vmIExByJ,That's Where I Am,0,181,15.0,1
26.3,87.7,2.89,50.3,latin,global music,0.231,D#,17.8,-8.732,minor,32.8,Rap y Hierbas,2017,Granuja,4fWklIPH97s1BvwSgGqVvr,Punto Rojo,42,90,57.9,0
10.6,78.9,5.19,75.3,r&b,r&b,0.0041,E,29.8,-7.395,minor,3.24,Tamia,1998,Tamia,4fsyPCAb55yWiyJVbDJLr5,Falling for You,39,111,81.0,0
0.266,39.7,3.81,72.5,edm,edm/house/dance,0.0,G,20.8,-4.862,major,4.3,PRISM (Deluxe),2013,Katy Perry,4fwbGKNExPtPHbor1TBSY4,Unconditionally,72,129,35.8,0
96.5,71.0,4.59,5.65,r&b,r&b,0.0,G,8.89,-15.099,major,5.34,Lost Boy,2015,Ruth B.,4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,76,124,34.8,0
50.0,61.6,3.77,91.0,rock,rock,50.4,B,28.1,-4.25,major,3.47,Exile On Main Street (2010 Re-Mastered),1972,The Rolling Stones,4hq0S6wznq7SHDyMOFXL9i,Tumbling Dice,59,111,77.0,1
11.7,65.0,3.1,81.9,pop,pop,0.0,E,7.72,-3.811,major,5.51,I'm Not Sorry,2019,Hardwell,4huh5oqBz9RkgpzAkyuEAs,I'm Not Sorry,34,128,35.1,0
96.0,56.0,1.28,5.0,fado,global music,0.0,C,9.0,-12.87,major,4.0,Poor Things (Original Motion Picture Soundtrack),2023,Carminho,4iGW3Cjru1RVBzFEFfBlYI,O Quarto - Soundtrack Version,33,85,41.0,1
1.46,58.5,3.1,62.5,r&b,r&b,0.0002,F,13.1,-5.94,major,10.9,What a Time To Be Alive,2019,Tom Walker,4iVVU8DyQvOVsKafv3KWIF,Leave a Light On,66,69,28.0,0
14.0,56.0,3.36,55.0,r&b,r&b,0.0,F,11.0,-7.23,major,13.0,SOS,2022,SZA,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,85,143,39.0,1
12.8,57.4,5.0,62.9,rock,rock,0.0,D,27.1,-8.815,minor,3.63,Ladies And Gentlemen... The Best Of George Michael,1998,George Michael,4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,75,153,78.6,0
